Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
89,negative,Agus-Sylvi,AHOK melejit... Anies menanjak... AHY mengapung... #PilkadaDKI,ahok lejit anies tanjak agus harimurti yudhoyono apung pilkadadki,ahok lejit anies tanjak agus hari i yudhoyono apung pilkadadki
90,negative,Agus-Sylvi,"Berdasarkan survey sementara, AHY masuk 3 besar. Selamat! #PilkadaSerentak2017 #PilkadaDKI",dasar survei agus harimurti yudhoyono masuk selamat pilkadaserentak pilkadadki,dasar survei agus hari i yudhoyono masuk selamat pilkadaserentak pilkadadki
91,negative,Agus-Sylvi,"Meninggalkan zona aman dan nyaman demi kemajuan Jakarta, dengan hasil yang tak sesuai harapan - AHY #realitybites #PilkadaDKI",tinggal zona aman nyaman maju jaka a hasil sesuai harap agus harimurti yudhoyono realitybites pilkadadki,tinggal zona aman nyaman maju jaka a hasil sesuai harap agus hari i yudhoyono realitybites pilkadadki
92,negative,Agus-Sylvi,"Kasihan AHY kalah walaupun sudah umroh, dibantu doa 7 juta umat.Ternyata Allah itu netral, tidak berpolitik #PilkadaDKI",kasihan agus harimurti yudhoyono kalah umrah bantu doa juta umat allah netral politik pilkadadki,kasihan agus hari i yudhoyono kalah umrah bantu doa juta umat allah netral politik pilkadadki
93,negative,Agus-Sylvi,"Jual baju bekas AHY, baru 3 bulan, PM for info #PilkadaDKI @AgusYudhoyono",jual baju bekas agus harimurti yudhoyono pm for info pilkadadki agusyudhoyono,jual baju bekas agus hari i yudhoyono pm for info pilkadadki agusyudhoyono
94,negative,Agus-Sylvi,"AHY siap siap jadi vocalis BAND rock yaaaa, lompat lompat mulu bang kerjaannya #PilkadaDKI #QuickCount",agus harimurti yudhoyono vocalis band rock ya lompat lompat mulu bang kerja pilkadadki quickcount,agus hari i yudhoyono vocalis band rock ya lompat lompat mulu bang kerja pilkadadki quickcount
95,negative,Agus-Sylvi,"Kasian benar nasib AHY, karir tinggi di TNI harus tamat karena nafsu pepo. Selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak",kasih nasib agus harimurti yudhoyono karir tentara nasional indonesia tamat nafsu pepo cepat partai politik dagang aku,kasih nasib agus hari i yudhoyono karir tentara nasional indonesia tamat nafsu pepo cepat pak ai politik dagang
96,negative,Agus-Sylvi,Jangan sampai SBY berkata AHY kalah gara-gara Antasari ya? Survey kan sudah menunjukan AHY terus merosot elektabilitasnya #PilkadaDKI,susilo bambang yudhoyono agus harimurti yudhoyono kalah gara gara antasari ya survei tunjuk agus harimurti yudhoyono merosot elektabilitasnya pilkadadki,susilo bambang yudhoyono agus hari i yudhoyono kalah gara gara antasari ya survei agus hari i yudhoyono merosot elektabilitasnya pilkadadki
97,negative,Agus-Sylvi,"Saya bertanya kepada Bapak Presiden, TV saya rusak apa ya? Kok AHY tidak naik naik hasil QC sementara? #PilkadaDKI *GPP*",be anya presiden televisi rusak ya agus harimurti yudhoyono hasil qc pilkadadki tidak apa apa,be anya presiden televisi rusak ya agus hari i yudhoyono hasil qc pilkadadki
98,negative,Agus-Sylvi,Pepo sampai saat ini kok belum menyatakan prihatin AHY jadi pecundang #pilkadaDKI #pilkadarasapilpres #Pilkada2017,pepo prihatin agus harimurti yudhoyono cundang pilkadadki pilkadarasapilpres pilihan kepala daerah,pepo prihatin agus hari i yudhoyono cundang pilkadadki pilkadarasapilpres pilih kepala daerah
99,negative,Agus-Sylvi,Selamat datang AHY sebagai rakyat biasa setelah mundur dari TNI dan kalah di Pilkada DKI #pilkadaDKI #pilkadarasapilpres,selamat agus harimurti yudhoyono rakyat mundur tentara nasional indonesia kalah pilihan kepala daerah daerah khusus ibukota pilkadadki pilkadarasapilpres,selamat agus hari i yudhoyono rakyat mundur tentara nasional indonesia kalah pilih kepala daerah daerah khusus ibu kota pilkadadki pilkadarasapilpres
100,negative,Agus-Sylvi,"heeebohhhh....Agus Sylvi kalah di TPS 6 tmpat @AgusYudhoyono menggunakan hak pilihnya... #PilkadaDKI #QuickCount #ahy	",heeebohhhh agus sylvi kalah tempat pemungutan suara tempat agusyudhoyono hak pilih pilkadadki quickcount agus harimurti yudhoyono,heeebohhhh agus sylvi kalah mungut suara agusyudhoyono hak pilih pilkadadki quickcount agus hari i yudhoyono
101,negative,Agus-Sylvi,Yang pilih #AHY semoga tidak  ikut demokrat yaa kalau benar mau dukung Ahok.,pilih agus harimurti yudhoyono semoga demokrat ya dukung ahok,pilih agus hari i yudhoyono semoga demokrat ya dukung ahok
102,negative,Agus-Sylvi,"Demokrat ke Ahok, Gerindra: Ini Tantangan karena Mereka Bermain Politik Kotor http://dlvr.it/NNsyDv",demokrat ahok gerindra tantang main politik kotor,demokrat ahok gerindra tantang main politik kotor
103,negative,Agus-Sylvi,"Mesin robot #AHY-Sylvi lupa dimatiin, jadi masih masuk trending topik",mesin robot agus harimurti yudhoyono sylvi lupa dimatiin masuk mengetren topik,mesin robot agus hari i yudhoyono sylvi lupa dimatiin masuk tren topik
104,negative,Agus-Sylvi,Buat pendukung #AHY mari rapatkan barisan ke paslon #3 Buang issu miring paslon #3 Masih mau dipimpin seorang TERDAKWA? SIMULUT EMBER????,dukung agus harimurti yudhoyono mari rapat baris pasangan calon buang isu miring pasangan calon pimpin dakwa si mulut ember,dukung agus hari i yudhoyono mari rapat baris pasang calon buang isu miring pasang calon pimpin dakwa sih mulut ember
105,negative,Agus-Sylvi,"Harusnya rakyat menangis melihat #AHY KALAH. Bukan dari aspek #AHY sebagai pribadi, tapi demi kepentingan rakyat sendiri. #TetapAHY",rakyat menang agus harimurti yudhoyono kalah aspek agus harimurti yudhoyono pribadi penting rakyat tetapahy,rakyat menang agus hari i yudhoyono kalah aspek agus hari i yudhoyono pribadi rakyat tetapahy
106,negative,Agus-Sylvi,"Maksud hati caper dari ahy/silvy, eh malah kena protes dari mereka <FACE WITH STUCK-OUT TOUNGES> <Rolling on the Floor Laughing> <Rolling on the Floor Laughing>",maksud hati cari perhatian agus harimurti yudhoyono silvy eh kena protes face dengan stuck out tounges rolling on the floor laughing rolling on the floor laughing,maksud hati cari perhati agus hari i yudhoyono silvy eh kena protes face stuck out tounges rolling on the floor laughing rolling on the floor laughing
107,negative,Agus-Sylvi,"AHY bisa kok menang pilgub DKI, bisa.... Asal ngumpulin dulu 7 bola dragon ball <Rolling on the Floor Laughing> <Rolling on the Floor Laughing> #QuickCount #PilkadaDKI",agus harimurti yudhoyono menang pilihan gubernur daerah khusus ibukota mengumpulkan bola dragon ball rolling on the floor laughing rolling on the floor laughing quickcount pilkadadki,agus hari i yudhoyono menang pilih gubernur daerah khusus ibu kota kumpul bola dragon ball rolling on the floor laughing rolling on the floor laughing quickcount pilkadadki
108,negative,Agus-Sylvi,Ah sekarang kalau lihat AHY jadi inget Norman Kamaru Apakah AHY akan jualan bubur? Lalu naik haji <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI,ah lihat agus harimurti yudhoyono ingat norman kamaru agus harimurti yudhoyono jual bubur haji smiling face dengan open mouth smiling eyes pilkadadki,ah lihat agus hari i yudhoyono norman kamaru agus hari i yudhoyono jual bubur haji smiling face open mouth smiling eyes pilkadadki
109,negative,Agus-Sylvi,"AHY kemungkinan besar tersingkir <Persevering Face> <Persevering Face> #PilkadaDKI hampir pasti dilanjuntukan di putaran kedua, Ahok-Djarot vs Anies-Sandi.",agus harimurti yudhoyono singkir persevering face persevering face pilkadadki dilanjuntukan putar ahok djarot lawan anies sandi,agus hari i yudhoyono singkir persevering face persevering face pilkadadki dilanjuntukan putar ahok djarot lawan anies sandi
110,negative,Agus-Sylvi,"AHY nyungsep , orang bapaknya aja menyarankan coblos no 2 <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI",agus harimurti yudhoyono nyungsep orang bapak saja saran coblos no smiling face dengan open mouth smiling eyes pilkadadki,agus hari i yudhoyono nyungsep orang saran coblos no smiling face open mouth smiling eyes pilkadadki
111,negative,Agus-Sylvi,Mau nyoblos atau mau ke tempat berkabung. <Tongue> #Ahy memakai baju hitam2..atau lagi sedih <Smiling Face With Open Mouth & Smiling Eyes> #siapkalah di #Pilkadadki  @Metro_TV,mencoblos kabung tongue agus harimurti yudhoyono pakai baju hitam sedih smiling face dengan open mouth smiling eyes siapkalah pilkadadki metro televisi,coblos kabung tongue agus hari i yudhoyono pakai baju hitam sedih smiling face open mouth smiling eyes siapkalah pilkadadki metro televisi
112,negative,Agus-Sylvi,AHY Sangat Cemas Terhadap Situasi Sosial Usai Pilkada Jakarta: Pilkada DKI Jakarta berdampak negatif bukan hanyaâ€¦ http://dlvr.it/PGqY,agus harimurti yudhoyono cemas situasi sosial pilihan kepala daerah jaka a pilihan kepala daerah daerah khusus ibukota jaka a dampak negatif,agus hari i yudhoyono cemas situasi sosial pilih kepala daerah jaka a pilih kepala daerah daerah khusus ibu kota jaka a dampak negatif
113,negative,Agus-Sylvi,AHY kalah.. Sisi negatif: Umat Islam tertunda dalam menempatkan pemimpin. Sisi positif: Umat Islam terhindar dari saling hujat & buka aib.,agus harimurti yudhoyono kalah sisi negatif umat islam te unda tempat pimpin sisi positif umat islam hindar hujat buka aib,agus hari i yudhoyono kalah sisi negatif umat islam te unda pimpin sisi positif umat islam hindar hujat buka aib
114,negative,Agus-Sylvi,#DebatFinalPilkadaJKT AHY AHY Anda ngomong karakter.. Anda tau yang barusan Anda omongkan untuk melihat sisi negatif orang lain? <Tongue> <Oncoming Fist>,debat final pemilihan kepala daerah jakarta agus harimurti yudhoyono agus harimurti yudhoyono berbicara karakter tau barusan omong sisi negatif orang tongue oncoming fist,debat final pilih kepala daerah jaka a agus hari i yudhoyono agus hari i yudhoyono bicara karakter tau barusan omong sisi negatif orang tongue oncoming fist
115,negative,Agus-Sylvi,"AHY hanya membicarakan negatif saja untuk Jakarta, tidak ada solusi yang tepat untuk mengatasi nol besar. <Thumbs Down> #Debat1PilkadaDKI",agus harimurti yudhoyono bicara negatif jaka a solusi atas nol thumbs down debat pilkadadki,agus hari i yudhoyono bicara negatif jaka a solusi nol thumbs down debat pilkadadki
116,negative,Agus-Sylvi,Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY http://brt.st/5qQ7  via @beritasatu #JakartaAdalahKita,kicau negatif susilo bambang yudhoyono yakin pengaruh elektabilitas agus harimurti yudhoyono st kakak via berita satu jaka aadalahkita,kicau negatif susilo bambang yudhoyono pengaruh elektabilitas agus hari i yudhoyono st kakak via berita jaka aadalahkita
117,negative,Agus-Sylvi,"Ya Alloh Tuhan YME, AHY ternyata didukung senator beraura negatif #SenatorDKIDukungAgusSylvi",ya allah tuhan yang maha esa agus harimurti yudhoyono dukung senator aura negatif senatordkidukungagussylvi,ya allah tuhan maha esa agus hari i yudhoyono dukung senator aura negatif senatordkidukungagussylvi
118,negative,Agus-Sylvi,"menemukan Foto seperti ini, Ternyata lingkaran orang2 AHY penuh masalah semua integritas dan kwalitas yang negatif Waspada.. Waspada.. <Thumbs Down>",temu foto sepe i lingkar orang agus harimurti yudhoyono penuh integritas kualitas negatif waspada waspada thumbs down,temu foto sepe i lingkar orang agus hari i yudhoyono penuh integritas kualitas negatif waspada waspada thumbs down
119,negative,Agus-Sylvi,wah si AHY 70% sentimennya negatif. Wkwkwk.<FACE WITH STUCK-OUT TOUNGES>,sih agus harimurti yudhoyono sentimen negatif wkwk face dengan stuck out tounges,sih agus hari i yudhoyono sentimen negatif wkwk face stuck out tounges
120,negative,Agus-Sylvi,Senjata makan tuan aka karma @Beritasatu: #PopulerB1 2: Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY <FACE WITH STUCK-OUT TOUNGES>,senjata makan tuan aka karma berita satu populerb kicau negatif susilo bambang yudhoyono yakin pengaruh elektabilitas agus harimurti yudhoyono face dengan stuck out tounges,senjata makan tuan aka karma berita populerb kicau negatif susilo bambang yudhoyono pengaruh elektabilitas agus hari i yudhoyono face stuck out tounges
121,negative,Agus-Sylvi,#AHY AniesHilangYa.. #AhokDjarotDiRosi. <Grimacing Face> <Grimacing Face> @KompasTV @Rosianna766Hi @SittaYohag @gunawanahokers @gUNJKT_ @PartaiSocmed @ulinyusron,agus harimurti yudhoyono anieshilangya ahokdjarotdirosi grimacing face grimacing face kompastv rosianna hi sittayohag gunawanahokers gunjkt pak aisocmed ulinyusron,agus hari i yudhoyono anieshilangya ahokdjarotdirosi grimacing face grimacing face kompastv rosianna hi sittayohag gunawanahokers gunjkt aisocmed ulinyusron
122,negative,Agus-Sylvi,#AHY Anies Hilang Ya di debat @KompasTV #ahokdjarotdirosi <Grimacing Face> <Grimacing Face> @Takviri @WahhabiCC @embah72 @gerilyapolitik @cagubnyinyir @kangdede78,agus harimurti yudhoyono anies hilang ya debat kompastv ahokdjarotdirosi grimacing face grimacing face takviri wahhabicc embah gerilyapolitik cagubnyinyir kangdede,agus hari i yudhoyono anies hilang ya debat kompastv ahokdjarotdirosi grimacing face grimacing face takviri wahhabicc embah gerilyapolitik cagubnyinyir kangdede
123,negative,Agus-Sylvi,2.mesti nyuruh mantan pemilih #AHY-#Sylvi buat pilih paslon #Anies-#Sandi !!! <Face With Open Mouth> <THUMBS UP> <OK HAND> <FOLDED HANDS> <Thinking Face> <Smiling Face With Sunglasses> https://twitter.com/RestySeterah/status,mesti menyuruh mantan pilih agus harimurti yudhoyono sylvi pilih pasangan calon anies sandi face dengan open mouth thumbs up oke hand folded hands thinking face smiling face dengan sunglasses,mesti suruh mantan pilih agus hari i yudhoyono sylvi pilih pasang calon anies sandi face open mouth thumbs up oke hand folded hands thinking face smiling face sunglasses
124,negative,Agus-Sylvi,"1.Kenape kagak dilawan ama pasangan #AHY-#DickyChandra buat Pilgub Jabar ??? Cuma Demokrat emang hrs tegas dulu buat Pilgub DKI, <Thinking Face> <Thinking Face> <Thinking Face>",kenapa tidak lawan sama pasang agus harimurti yudhoyono dickychandra pilihan gubernur jabar demokrat memang harus pilihan gubernur daerah khusus ibukota thinking face thinking face thinking face,lawan pasang agus hari i yudhoyono dickychandra pilih gubernur jabar demokrat pilih gubernur daerah khusus ibu kota thinking face thinking face thinking face
125,negative,Agus-Sylvi,Gara2 kemaren #AHY pake seragam hitam2 ??? <Thinking Face> <Thinking Face> <Thinking Face> <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Sunglasses> https://twitter.com/NetizenTofa/status/841350678345736192 …,gara kemarin agus harimurti yudhoyono pakai seragam hitam thinking face thinking face thinking face smiling face dengan open mouth closed eyes smiling face dengan sunglasses,gara kemarin agus hari i yudhoyono pakai seragam hitam thinking face thinking face thinking face smiling face open mouth closed eyes smiling face sunglasses
126,negative,Agus-Sylvi,ya pastilah #FPI kan tidak suka sama Ahok jadi pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi <Grimacing Face>,ya front pembela islam suka ahok pas agus harimurti yudhoyono sudah kalah otomatis dukung lari mas anisa aniessandi grimacing face,ya front bela islam suka ahok pas agus hari i yudhoyono kalah otomatis dukung lari mas anisa aniessandi grimacing face
127,negative,Agus-Sylvi,ahoker masih bully #AHY,ahoker bully agus harimurti yudhoyono,ahoker bully agus hari i yudhoyono
128,negative,Agus-Sylvi,@ZaraZettiraZZ @NetizenTofa @ndoro__putri ada ahoker masih ngebully program #AHY <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>,zarazettirazz netizentofa ndoro putri ahoker ngebully program agus harimurti yudhoyono face dengan tears of joy face dengan tears of joy face dengan tears of joy,zarazettirazz netizentofa ndoro putri ahoker ngebully program agus hari i yudhoyono face tears of joy face tears of joy face tears of joy
129,negative,Agus-Sylvi,Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,kirim kaos agus harimurti yudhoyono sejati smiling face dengan smiling eyes smiling face dengan smiling eyes smiling face dengan smiling eyes,kirim kaos agus hari i yudhoyono sejati smiling face smiling eyes smiling face smiling eyes smiling face smiling eyes
130,negative,Agus-Sylvi,#ahy <Frowning Face>,agus harimurti yudhoyono frowning face,agus hari i yudhoyono frowning face
131,negative,Agus-Sylvi,"#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun  <Frowning Face> <Frowning Face>",agus harimurti yudhoyono humor lagu kisah sedih agus harimurti yudhoyono lagu jatuh bangun frowning face frowning face,agus hari i yudhoyono humor lagu kisah sedih agus hari i yudhoyono lagu jatuh bangun frowning face frowning face
132,negative,Agus-Sylvi,"#AHY,Cuitan Hati SBY,Cuitan SBY, jokowi, mantan, mantan terindah,Pilgub DKI 2017  <Tongue> <Tongue>",agus harimurti yudhoyono cuit hati susilo bambang yudhoyono cuit susilo bambang yudhoyono jokowi mantan mantan indah pilihan gubernur daerah khusus ibukota tongue tongue,agus hari i yudhoyono cuit hati susilo bambang yudhoyono cuit susilo bambang yudhoyono jokowi mantan mantan indah pilih gubernur daerah khusus ibu kota tongue tongue
133,negative,Agus-Sylvi,"Owalah, kasihan kamu, Dik. Semoga kamu tidak jadi orang miskin, ya. Aamiin <THUMBS UP>  #AHY selalu dihati  <Tongue> ",walah kasihan dik semoga orang miskin ya amin thumbs up agus harimurti yudhoyono hati tongue,walah kasihan dik semoga orang miskin ya amin thumbs up agus hari i yudhoyono hati tongue
134,negative,Agus-Sylvi,Aku bangga jadi anak memo.  <Tongue>   <Face With Stuck-Out Tongue & Closed Eyes>  <FACE WITH TEARS OF JOY>    #AHY #moshing,bangga anak memo tongue face dengan stuck out tongue closed eyes face dengan tears of joy agus harimurti yudhoyono moshing,bangga anak memo tongue face stuck out tongue closed eyes face tears of joy agus hari i yudhoyono moshing
